sales_id,order_id,full_date,year,quarter,month,month_name,region_name,country,sales_manager,channel_name,category,subcategory,product_name,customer_name,units_sold,revenue,cost,profit,discount_pct
6245,SO-20241111-015,2024-11-11,2024,4,11,November,Middle East,UAE,Noah Hassan,Direct,Data,Warehouse,SQL Warehouse Enterprise,Summit Foods,2,11160.0,7200.0,3960.0,0.1
6246,SO-20241111-016,2024-11-11,2024,4,11,November,LATAM,Mexico,Mia Sanchez,Direct,Automation,RPA,Intelligent Document Processing,Zenith Logistics,7,39382.0,24850.0,14532.0,0.03
6247,SO-20241112-001,2024-11-12,2024,4,11,November,Europe,Spain,Liam Carter,Online,Services,Consulting,Analytics Advisory,Urban Mobility Co,6,31464.0,15600.0,15864.0,0.05
6248,SO-20241112-002,2024-11-12,2024,4,11,November,Middle East,UAE,Noah Hassan,Direct,Data,Warehouse,SQL Warehouse Enterprise,Blue Peak Energy,4,24800.0,14400.0,10400.0,0.0
6249,SO-20241112-003,2024-11-12,2024,4,11,November,Middle East,UAE,Noah Hassan,Direct,Platform,Cloud,Data Platform Subscription,Blue Peak Energy,8,61575.6,34400.0,27175.6,0.03
6250,SO-20241112-004,2024-11-12,2024,4,11,November,LATAM,Mexico,Mia Sanchez,Direct,Platform,Cloud,ML Forecast Add-on,Vertex Finance,6,23598.0,13200.0,10398.0,0.05
6251,SO-20241112-005,2024-11-12,2024,4,11,November,Europe,Spain,Liam Carter,Direct,Platform,Cloud,ML Forecast Add-on,Pioneer Manufacturing,2,8031.6,4400.0,3631.6,0.03
6252,SO-20241112-006,2024-11-12,2024,4,11,November,Middle East,UAE,Noah Hassan,Direct,Data,Warehouse,SQL Warehouse Enterprise,Atlas Telecom,8,48112.0,28800.0,19312.0,0.03
6253,SO-20241112-007,2024-11-12,2024,4,11,November,LATAM,Mexico,Mia Sanchez,Online,Data,Warehouse,SQL Warehouse Enterprise,Atlas Telecom,5,28830.0,18000.0,10830.0,0.07
6254,SO-20241112-008,2024-11-12,2024,4,11,November,Europe,Spain,Liam Carter,Online,Services,Consulting,Analytics Advisory,Axis Health,6,32126.4,15600.0,16526.4,0.03
6255,SO-20241112-009,2024-11-12,2024,4,11,November,North America,USA,Ava Brooks,Direct,Services,Consulting,Forecast Optimization,Bright Core Labs,1,5899.5,3000.0,2899.5,0.05
6256,SO-20241112-010,2024-11-12,2024,4,11,November,Middle East,UAE,Noah Hassan,Partner,Data,Warehouse,SQL Warehouse Starter,Pioneer Manufacturing,1,2470.0,1550.0,920.0,0.05
6257,SO-20241112-011,2024-11-12,2024,4,11,November,Middle East,UAE,Noah Hassan,Direct,Data,Warehouse,SQL Warehouse Enterprise,Nova Retail,6,36084.0,21600.0,14484.0,0.03
6258,SO-20241112-012,2024-11-12,2024,4,11,November,Middle East,UAE,Noah Hassan,Direct,Platform,Cloud,Data Platform Subscription,Bright Core Labs,5,35707.5,21500.0,14207.5,0.1
6259,SO-20241112-013,2024-11-12,2024,4,11,November,Europe,Spain,Liam Carter,Direct,Platform,Cloud,Data Platform Subscription,Vertex Finance,8,59036.4,34400.0,24636.4,0.07
6260,SO-20241112-014,2024-11-12,2024,4,11,November,Europe,Spain,Liam Carter,Direct,Platform,Cloud,ML Forecast Add-on,Bright Core Labs,8,32126.4,17600.0,14526.4,0.03
6261,SO-20241113-001,2024-11-13,2024,4,11,November,LATAM,Mexico,Mia Sanchez,Partner,Platform,Cloud,ML Forecast Add-on,Blue Peak Energy,8,29808.0,17600.0,12208.0,0.1
6262,SO-20241113-002,2024-11-13,2024,4,11,November,Middle East,UAE,Noah Hassan,Online,Services,Consulting,Analytics Advisory,Blue Peak Energy,7,34776.0,18200.0,16576.0,0.1
6263,SO-20241113-003,2024-11-13,2024,4,11,November,Middle East,UAE,Noah Hassan,Direct,Data,Warehouse,SQL Warehouse Enterprise,Atlas Telecom,2,12400.0,7200.0,5200.0,0.0
6264,SO-20241113-004,2024-11-13,2024,4,11,November,Middle East,UAE,Noah Hassan,Online,Services,Consulting,Analytics Advisory,Summit Foods,8,39744.0,20800.0,18944.0,0.1
6265,SO-20241113-005,2024-11-13,2024,4,11,November,Europe,Spain,Liam Carter,Partner,Services,Consulting,Forecast Optimization,Axis Health,5,29497.5,15000.0,14497.5,0.05
6266,SO-20241113-006,2024-11-13,2024,4,11,November,Middle East,UAE,Noah Hassan,Direct,Services,Consulting,Forecast Optimization,Summit Foods,7,41296.5,21000.0,20296.5,0.05
6267,SO-20241113-007,2024-11-13,2024,4,11,November,LATAM,Mexico,Mia Sanchez,Online,Software,BI,Power BI Premium,Zenith Logistics,5,14880.0,9750.0,5130.0,0.07
6268,SO-20241113-008,2024-11-13,2024,4,11,November,LATAM,Mexico,Mia Sanchez,Direct,Data,Warehouse,SQL Warehouse Enterprise,Atlas Telecom,7,43400.0,25200.0,18200.0,0.0
6269,SO-20241113-009,2024-11-13,2024,4,11,November,Middle East,UAE,Noah Hassan,Direct,Platform,Cloud,Data Platform Subscription,Urban Mobility Co,7,49990.5,30100.0,19890.5,0.1
6270,SO-20241114-001,2024-11-14,2024,4,11,November,Middle East,UAE,Noah Hassan,Direct,Platform,Cloud,Data Platform Subscription,Nova Retail,4,28566.0,17200.0,11366.0,0.1
6271,SO-20241114-002,2024-11-14,2024,4,11,November,Middle East,UAE,Noah Hassan,Partner,Services,Consulting,Forecast Optimization,Pioneer Manufacturing,8,47196.0,24000.0,23196.0,0.05
6272,SO-20241114-003,2024-11-14,2024,4,11,November,Europe,Spain,Liam Carter,Direct,Automation,RPA,RPA Bot License,Blue Peak Energy,3,11931.0,7500.0,4431.0,0.03
6273,SO-20241114-004,2024-11-14,2024,4,11,November,Middle East,UAE,Noah Hassan,Direct,Services,Consulting,Forecast Optimization,Atlas Telecom,2,12420.0,6000.0,6420.0,0.0
6274,SO-20241114-005,2024-11-14,2024,4,11,November,LATAM,Mexico,Mia Sanchez,Online,Data,Warehouse,SQL Warehouse Enterprise,Axis Health,7,41230.0,25200.0,16030.0,0.05
6275,SO-20241114-006,2024-11-14,2024,4,11,November,Middle East,UAE,Noah Hassan,Direct,Automation,RPA,Intelligent Document Processing,Summit Foods,6,33060.0,21300.0,11760.0,0.05
6276,SO-20241114-007,2024-11-14,2024,4,11,November,Europe,Spain,Liam Carter,Online,Data,Warehouse,SQL Warehouse Starter,Urban Mobility Co,3,7410.0,4650.0,2760.0,0.05
6277,SO-20241114-008,2024-11-14,2024,4,11,November,Europe,Spain,Liam Carter,Online,Software,BI,Power BI Premium,Vertex Finance,2,5952.0,3900.0,2052.0,0.07
6278,SO-20241114-009,2024-11-14,2024,4,11,November,Middle East,UAE,Noah Hassan,Direct,Software,BI,Power BI Pro,Bright Core Labs,2,2280.0,1440.0,840.0,0.05
6279,SO-20241114-010,2024-11-14,2024,4,11,November,Middle East,UAE,Noah Hassan,Direct,Services,Consulting,Analytics Advisory,Axis Health,6,30801.6,15600.0,15201.6,0.07
6280,SO-20241114-011,2024-11-14,2024,4,11,November,Europe,Spain,Liam Carter,Online,Platform,Cloud,Data Platform Subscription,Urban Mobility Co,2,15870.0,8600.0,7270.0,0.0
6281,SO-20241115-001,2024-11-15,2024,4,11,November,North America,USA,Ava Brooks,Online,Data,Warehouse,SQL Warehouse Starter,Bright Core Labs,1,2600.0,1550.0,1050.0,0.0
6282,SO-20241115-002,2024-11-15,2024,4,11,November,North America,USA,Ava Brooks,Online,Software,BI,Power BI Premium,Axis Health,8,23808.0,15600.0,8208.0,0.07
6283,SO-20241115-003,2024-11-15,2024,4,11,November,North America,USA,Ava Brooks,Online,Automation,RPA,Intelligent Document Processing,Axis Health,6,33060.0,21300.0,11760.0,0.05
6284,SO-20241115-004,2024-11-15,2024,4,11,November,North America,USA,Ava Brooks,Direct,Data,Warehouse,SQL Warehouse Starter,Vertex Finance,1,2470.0,1550.0,920.0,0.05
6285,SO-20241115-005,2024-11-15,2024,4,11,November,Europe,Spain,Liam Carter,Direct,Services,Consulting,Analytics Advisory,Atlas Telecom,8,41952.0,20800.0,21152.0,0.05
6286,SO-20241115-006,2024-11-15,2024,4,11,November,Europe,Spain,Liam Carter,Partner,Data,Warehouse,SQL Warehouse Starter,Nova Retail,3,7800.0,4650.0,3150.0,0.0
6287,SO-20241115-007,2024-11-15,2024,4,11,November,North America,USA,Ava Brooks,Direct,Software,BI,Power BI Premium,Bright Core Labs,6,18240.0,11700.0,6540.0,0.05
6288,SO-20241115-008,2024-11-15,2024,4,11,November,North America,USA,Ava Brooks,Direct,Automation,RPA,Intelligent Document Processing,Zenith Logistics,6,33756.0,21300.0,12456.0,0.03
6289,SO-20241115-009,2024-11-15,2024,4,11,November,North America,USA,Ava Brooks,Partner,Platform,Cloud,Data Platform Subscription,Atlas Telecom,4,31740.0,17200.0,14540.0,0.0
6290,SO-20241115-010,2024-11-15,2024,4,11,November,Europe,Spain,Liam Carter,Online,Automation,RPA,RPA Bot License,Urban Mobility Co,6,24600.0,15000.0,9600.0,0.0
6291,SO-20241115-011,2024-11-15,2024,4,11,November,Middle East,UAE,Noah Hassan,Online,Platform,Cloud,ML Forecast Add-on,Axis Health,1,4140.0,2200.0,1940.0,0.0
6292,SO-20241115-012,2024-11-15,2024,4,11,November,North America,USA,Ava Brooks,Direct,Platform,Cloud,Data Platform Subscription,Summit Foods,7,51656.85,30100.0,21556.85,0.07
6293,SO-20241115-013,2024-11-15,2024,4,11,November,Middle East,UAE,Noah Hassan,Direct,Platform,Cloud,ML Forecast Add-on,Urban Mobility Co,6,23101.2,13200.0,9901.2,0.07
6294,SO-20241116-001,2024-11-16,2024,4,11,November,North America,USA,Ava Brooks,Online,Data,Warehouse,SQL Warehouse Starter,Urban Mobility Co,2,5044.0,3100.0,1944.0,0.03
6295,SO-20241116-002,2024-11-16,2024,4,11,November,Middle East,UAE,Noah Hassan,Online,Services,Consulting,Forecast Optimization,Summit Foods,7,40427.1,21000.0,19427.1,0.07
6296,SO-20241116-003,2024-11-16,2024,4,11,November,North America,USA,Ava Brooks,Direct,Platform,Cloud,ML Forecast Add-on,Vertex Finance,6,23598.0,13200.0,10398.0,0.05
6297,SO-20241116-004,2024-11-16,2024,4,11,November,North America,USA,Ava Brooks,Direct,Data,Warehouse,SQL Warehouse Starter,Vertex Finance,7,18200.0,10850.0,7350.0,0.0
6298,SO-20241116-005,2024-11-16,2024,4,11,November,LATAM,Mexico,Mia Sanchez,Online,Software,BI,Power BI Premium,Zenith Logistics,7,21728.0,13650.0,8078.0,0.03
6299,SO-20241116-006,2024-11-16,2024,4,11,November,Middle East,UAE,Noah Hassan,Direct,Services,Consulting,Forecast Optimization,Zenith Logistics,4,22356.0,12000.0,10356.0,0.1
6300,SO-20241116-007,2024-11-16,2024,4,11,November,North America,USA,Ava Brooks,Direct,Services,Consulting,Analytics Advisory,Axis Health,8,42835.2,20800.0,22035.2,0.03
6301,SO-20241116-008,2024-11-16,2024,4,11,November,LATAM,Mexico,Mia Sanchez,Online,Services,Consulting,Analytics Advisory,Summit Foods,5,24840.0,13000.0,11840.0,0.1
6302,SO-20241117-001,2024-11-17,2024,4,11,November,Middle East,UAE,Noah Hassan,Partner,Data,Warehouse,SQL Warehouse Starter,Axis Health,5,13000.0,7750.0,5250.0,0.0
6303,SO-20241117-002,2024-11-17,2024,4,11,November,North America,USA,Ava Brooks,Direct,Software,BI,Power BI Pro,Atlas Telecom,8,8928.0,5760.0,3168.0,0.07
6304,SO-20241117-003,2024-11-17,2024,4,11,November,Europe,Spain,Liam Carter,Direct,Data,Warehouse,SQL Warehouse Enterprise,Axis Health,3,17670.0,10800.0,6870.0,0.05
6305,SO-20241117-004,2024-11-17,2024,4,11,November,Europe,Spain,Liam Carter,Online,Software,BI,Power BI Pro,Pioneer Manufacturing,4,4464.0,2880.0,1584.0,0.07
6306,SO-20241117-005,2024-11-17,2024,4,11,November,Europe,Spain,Liam Carter,Online,Software,BI,Power BI Pro,Pioneer Manufacturing,5,5580.0,3600.0,1980.0,0.07
6307,SO-20241117-006,2024-11-17,2024,4,11,November,Middle East,UAE,Noah Hassan,Direct,Services,Consulting,Analytics Advisory,Axis Health,6,32126.4,15600.0,16526.4,0.03
6308,SO-20241117-007,2024-11-17,2024,4,11,November,Europe,Spain,Liam Carter,Partner,Automation,RPA,Intelligent Document Processing,Nova Retail,5,28130.0,17750.0,10380.0,0.03
6309,SO-20241117-008,2024-11-17,2024,4,11,November,Middle East,UAE,Noah Hassan,Direct,Services,Consulting,Analytics Advisory,Summit Foods,1,5133.6,2600.0,2533.6,0.07
6310,SO-20241118-001,2024-11-18,2024,4,11,November,Europe,Spain,Liam Carter,Partner,Automation,RPA,RPA Bot License,Urban Mobility Co,4,15252.0,10000.0,5252.0,0.07
6311,SO-20241118-002,2024-11-18,2024,4,11,November,Europe,Spain,Liam Carter,Direct,Platform,Cloud,Data Platform Subscription,Nova Retail,2,14759.1,8600.0,6159.1,0.07
6312,SO-20241118-003,2024-11-18,2024,4,11,November,Europe,Spain,Liam Carter,Partner,Services,Consulting,Analytics Advisory,Atlas Telecom,1,5133.6,2600.0,2533.6,0.07
6313,SO-20241118-004,2024-11-18,2024,4,11,November,Middle East,UAE,Noah Hassan,Direct,Services,Consulting,Forecast Optimization,Vertex Finance,1,5775.3,3000.0,2775.3,0.07
6314,SO-20241118-005,2024-11-18,2024,4,11,November,North America,USA,Ava Brooks,Direct,Automation,RPA,Intelligent Document Processing,Pioneer Manufacturing,7,40600.0,24850.0,15750.0,0.0
6315,SO-20241118-006,2024-11-18,2024,4,11,November,Europe,Spain,Liam Carter,Direct,Services,Consulting,Forecast Optimization,Bright Core Labs,6,35397.0,18000.0,17397.0,0.05
6316,SO-20241118-007,2024-11-18,2024,4,11,November,LATAM,Mexico,Mia Sanchez,Direct,Services,Consulting,Forecast Optimization,Blue Peak Energy,4,24094.8,12000.0,12094.8,0.03
6317,SO-20241118-008,2024-11-18,2024,4,11,November,North America,USA,Ava Brooks,Partner,Platform,Cloud,Data Platform Subscription,Vertex Finance,4,30787.8,17200.0,13587.8,0.03
6318,SO-20241118-009,2024-11-18,2024,4,11,November,Middle East,UAE,Noah Hassan,Partner,Data,Warehouse,SQL Warehouse Enterprise,Atlas Telecom,8,47120.0,28800.0,18320.0,0.05
6319,SO-20241118-010,2024-11-18,2024,4,11,November,Middle East,UAE,Noah Hassan,Online,Automation,RPA,Intelligent Document Processing,Summit Foods,7,38570.0,24850.0,13720.0,0.05
6320,SO-20241119-001,2024-11-19,2024,4,11,November,Middle East,UAE,Noah Hassan,Online,Automation,RPA,RPA Bot License,Vertex Finance,4,15908.0,10000.0,5908.0,0.03
6321,SO-20241119-002,2024-11-19,2024,4,11,November,Middle East,UAE,Noah Hassan,Direct,Platform,Cloud,ML Forecast Add-on,Pioneer Manufacturing,5,20700.0,11000.0,9700.0,0.0
6322,SO-20241119-003,2024-11-19,2024,4,11,November,North America,USA,Ava Brooks,Partner,Data,Warehouse,SQL Warehouse Starter,Vertex Finance,7,16926.0,10850.0,6076.0,0.07
6323,SO-20241119-004,2024-11-19,2024,4,11,November,Europe,Spain,Liam Carter,Partner,Automation,RPA,RPA Bot License,Atlas Telecom,8,31160.0,20000.0,11160.0,0.05
6324,SO-20241119-005,2024-11-19,2024,4,11,November,LATAM,Mexico,Mia Sanchez,Partner,Platform,Cloud,Data Platform Subscription,Pioneer Manufacturing,7,51656.85,30100.0,21556.85,0.07
6325,SO-20241119-006,2024-11-19,2024,4,11,November,Europe,Spain,Liam Carter,Partner,Data,Warehouse,SQL Warehouse Starter,Blue Peak Energy,6,14508.0,9300.0,5208.0,0.07
6326,SO-20241119-007,2024-11-19,2024,4,11,November,LATAM,Mexico,Mia Sanchez,Direct,Platform,Cloud,ML Forecast Add-on,Blue Peak Energy,2,7866.0,4400.0,3466.0,0.05
6327,SO-20241119-008,2024-11-19,2024,4,11,November,Middle East,UAE,Noah Hassan,Online,Services,Consulting,Analytics Advisory,Pioneer Manufacturing,2,11040.0,5200.0,5840.0,0.0
6328,SO-20241119-009,2024-11-19,2024,4,11,November,LATAM,Mexico,Mia Sanchez,Direct,Software,BI,Power BI Pro,Urban Mobility Co,7,8400.0,5040.0,3360.0,0.0
6329,SO-20241119-010,2024-11-19,2024,4,11,November,North America,USA,Ava Brooks,Partner,Software,BI,Power BI Pro,Blue Peak Energy,1,1200.0,720.0,480.0,0.0
6330,SO-20241119-011,2024-11-19,2024,4,11,November,North America,USA,Ava Brooks,Direct,Automation,RPA,RPA Bot License,Nova Retail,7,27265.0,17500.0,9765.0,0.05
6331,SO-20241119-012,2024-11-19,2024,4,11,November,LATAM,Mexico,Mia Sanchez,Partner,Software,BI,Power BI Pro,Urban Mobility Co,5,5820.0,3600.0,2220.0,0.03
6332,SO-20241119-013,2024-11-19,2024,4,11,November,North America,USA,Ava Brooks,Direct,Automation,RPA,RPA Bot License,Nova Retail,5,18450.0,12500.0,5950.0,0.1
6333,SO-20241119-014,2024-11-19,2024,4,11,November,North America,USA,Ava Brooks,Online,Software,BI,Power BI Premium,Zenith Logistics,7,21280.0,13650.0,7630.0,0.05
6334,SO-20241119-015,2024-11-19,2024,4,11,November,LATAM,Mexico,Mia Sanchez,Direct,Platform,Cloud,Data Platform Subscription,Axis Health,5,37691.25,21500.0,16191.25,0.05
6335,SO-20241120-001,2024-11-20,2024,4,11,November,Europe,Spain,Liam Carter,Online,Automation,RPA,Intelligent Document Processing,Zenith Logistics,6,33060.0,21300.0,11760.0,0.05
6336,SO-20241120-002,2024-11-20,2024,4,11,November,Europe,Spain,Liam Carter,Partner,Automation,RPA,Intelligent Document Processing,Nova Retail,4,22504.0,14200.0,8304.0,0.03
6337,SO-20241120-003,2024-11-20,2024,4,11,November,Middle East,UAE,Noah Hassan,Direct,Automation,RPA,Intelligent Document Processing,Urban Mobility Co,4,22040.0,14200.0,7840.0,0.05
6338,SO-20241120-004,2024-11-20,2024,4,11,November,Middle East,UAE,Noah Hassan,Online,Data,Warehouse,SQL Warehouse Enterprise,Blue Peak Energy,3,18042.0,10800.0,7242.0,0.03
6339,SO-20241120-005,2024-11-20,2024,4,11,November,Europe,Spain,Liam Carter,Direct,Services,Consulting,Forecast Optimization,Bright Core Labs,3,16767.0,9000.0,7767.0,0.1
6340,SO-20241120-006,2024-11-20,2024,4,11,November,North America,USA,Ava Brooks,Partner,Software,BI,Power BI Premium,Summit Foods,4,12160.0,7800.0,4360.0,0.05
6341,SO-20241120-007,2024-11-20,2024,4,11,November,North America,USA,Ava Brooks,Partner,Automation,RPA,Intelligent Document Processing,Axis Health,8,45008.0,28400.0,16608.0,0.03
6342,SO-20241120-008,2024-11-20,2024,4,11,November,Middle East,UAE,Noah Hassan,Online,Automation,RPA,RPA Bot License,Pioneer Manufacturing,2,7380.0,5000.0,2380.0,0.1
6343,SO-20241120-009,2024-11-20,2024,4,11,November,Europe,Spain,Liam Carter,Online,Services,Consulting,Analytics Advisory,Bright Core Labs,1,5244.0,2600.0,2644.0,0.05
6344,SO-20241120-010,2024-11-20,2024,4,11,November,Europe,Spain,Liam Carter,Direct,Automation,RPA,Intelligent Document Processing,Urban Mobility Co,5,28130.0,17750.0,10380.0,0.03
6345,SO-20241120-011,2024-11-20,2024,4,11,November,LATAM,Mexico,Mia Sanchez,Direct,Software,BI,Power BI Premium,Blue Peak Energy,8,25600.0,15600.0,10000.0,0.0
6346,SO-20241120-012,2024-11-20,2024,4,11,November,North America,USA,Ava Brooks,Partner,Software,BI,Power BI Pro,Atlas Telecom,1,1140.0,720.0,420.0,0.05
6347,SO-20241121-001,2024-11-21,2024,4,11,November,Middle East,UAE,Noah Hassan,Direct,Automation,RPA,Intelligent Document Processing,Zenith Logistics,3,16182.0,10650.0,5532.0,0.07
6348,SO-20241121-002,2024-11-21,2024,4,11,November,North America,USA,Ava Brooks,Partner,Software,BI,Power BI Premium,Urban Mobility Co,5,16000.0,9750.0,6250.0,0.0
6349,SO-20241121-003,2024-11-21,2024,4,11,November,Middle East,UAE,Noah Hassan,Direct,Platform,Cloud,Data Platform Subscription,Pioneer Manufacturing,3,23090.85,12900.0,10190.85,0.03
6350,SO-20241121-004,2024-11-21,2024,4,11,November,Middle East,UAE,Noah Hassan,Direct,Software,BI,Power BI Pro,Blue Peak Energy,3,3348.0,2160.0,1188.0,0.07
6351,SO-20241121-005,2024-11-21,2024,4,11,November,LATAM,Mexico,Mia Sanchez,Partner,Data,Warehouse,SQL Warehouse Enterprise,Vertex Finance,7,40362.0,25200.0,15162.0,0.07
6352,SO-20241121-006,2024-11-21,2024,4,11,November,North America,USA,Ava Brooks,Direct,Data,Warehouse,SQL Warehouse Enterprise,Urban Mobility Co,4,24056.0,14400.0,9656.0,0.03
6353,SO-20241121-007,2024-11-21,2024,4,11,November,Middle East,UAE,Noah Hassan,Online,Data,Warehouse,SQL Warehouse Enterprise,Vertex Finance,6,35340.0,21600.0,13740.0,0.05
6354,SO-20241121-008,2024-11-21,2024,4,11,November,Middle East,UAE,Noah Hassan,Partner,Software,BI,Power BI Premium,Vertex Finance,4,12416.0,7800.0,4616.0,0.03
6355,SO-20241121-009,2024-11-21,2024,4,11,November,Europe,Spain,Liam Carter,Partner,Automation,RPA,RPA Bot License,Pioneer Manufacturing,2,7790.0,5000.0,2790.0,0.05
6356,SO-20241121-010,2024-11-21,2024,4,11,November,LATAM,Mexico,Mia Sanchez,Direct,Data,Warehouse,SQL Warehouse Enterprise,Summit Foods,3,18600.0,10800.0,7800.0,0.0
6357,SO-20241121-011,2024-11-21,2024,4,11,November,Middle East,UAE,Noah Hassan,Direct,Software,BI,Power BI Pro,Zenith Logistics,7,7980.0,5040.0,2940.0,0.05
6358,SO-20241121-012,2024-11-21,2024,4,11,November,North America,USA,Ava Brooks,Online,Data,Warehouse,SQL Warehouse Starter,Zenith Logistics,6,15600.0,9300.0,6300.0,0.0
6359,SO-20241121-013,2024-11-21,2024,4,11,November,Middle East,UAE,Noah Hassan,Online,Services,Consulting,Analytics Advisory,Blue Peak Energy,5,27600.0,13000.0,14600.0,0.0
6360,SO-20241121-014,2024-11-21,2024,4,11,November,LATAM,Mexico,Mia Sanchez,Online,Automation,RPA,RPA Bot License,Vertex Finance,4,15252.0,10000.0,5252.0,0.07
6361,SO-20241121-015,2024-11-21,2024,4,11,November,Middle East,UAE,Noah Hassan,Online,Data,Warehouse,SQL Warehouse Starter,Axis Health,1,2522.0,1550.0,972.0,0.03
6362,SO-20241121-016,2024-11-21,2024,4,11,November,North America,USA,Ava Brooks,Online,Platform,Cloud,Data Platform Subscription,Bright Core Labs,7,55545.0,30100.0,25445.0,0.0
6363,SO-20241122-001,2024-11-22,2024,4,11,November,North America,USA,Ava Brooks,Partner,Data,Warehouse,SQL Warehouse Starter,Nova Retail,4,9880.0,6200.0,3680.0,0.05
6364,SO-20241122-002,2024-11-22,2024,4,11,November,Middle East,UAE,Noah Hassan,Partner,Software,BI,Power BI Pro,Summit Foods,2,2400.0,1440.0,960.0,0.0
6365,SO-20241122-003,2024-11-22,2024,4,11,November,North America,USA,Ava Brooks,Partner,Data,Warehouse,SQL Warehouse Starter,Blue Peak Energy,8,20176.0,12400.0,7776.0,0.03
6366,SO-20241122-004,2024-11-22,2024,4,11,November,Middle East,UAE,Noah Hassan,Direct,Data,Warehouse,SQL Warehouse Starter,Vertex Finance,3,7800.0,4650.0,3150.0,0.0
6367,SO-20241122-005,2024-11-22,2024,4,11,November,North America,USA,Ava Brooks,Online,Data,Warehouse,SQL Warehouse Enterprise,Summit Foods,3,18042.0,10800.0,7242.0,0.03
6368,SO-20241122-006,2024-11-22,2024,4,11,November,North America,USA,Ava Brooks,Partner,Services,Consulting,Analytics Advisory,Blue Peak Energy,7,35935.2,18200.0,17735.2,0.07
6369,SO-20241122-007,2024-11-22,2024,4,11,November,Europe,Spain,Liam Carter,Partner,Data,Warehouse,SQL Warehouse Starter,Zenith Logistics,3,7800.0,4650.0,3150.0,0.0
6370,SO-20241122-008,2024-11-22,2024,4,11,November,North America,USA,Ava Brooks,Partner,Software,BI,Power BI Premium,Summit Foods,4,11904.0,7800.0,4104.0,0.07
6371,SO-20241122-009,2024-11-22,2024,4,11,November,Middle East,UAE,Noah Hassan,Online,Platform,Cloud,Data Platform Subscription,Atlas Telecom,1,7379.55,4300.0,3079.55,0.07
6372,SO-20241122-010,2024-11-22,2024,4,11,November,Europe,Spain,Liam Carter,Direct,Automation,RPA,Intelligent Document Processing,Vertex Finance,7,38570.0,24850.0,13720.0,0.05
6373,SO-20241122-011,2024-11-22,2024,4,11,November,Europe,Spain,Liam Carter,Partner,Platform,Cloud,ML Forecast Add-on,Nova Retail,6,23598.0,13200.0,10398.0,0.05
6374,SO-20241123-001,2024-11-23,2024,4,11,November,LATAM,Mexico,Mia Sanchez,Direct,Services,Consulting,Forecast Optimization,Atlas Telecom,2,12420.0,6000.0,6420.0,0.0
6375,SO-20241123-002,2024-11-23,2024,4,11,November,North America,USA,Ava Brooks,Online,Services,Consulting,Analytics Advisory,Bright Core Labs,1,5354.4,2600.0,2754.4,0.03
6376,SO-20241123-003,2024-11-23,2024,4,11,November,Europe,Spain,Liam Carter,Partner,Data,Warehouse,SQL Warehouse Enterprise,Zenith Logistics,6,33480.0,21600.0,11880.0,0.1
6377,SO-20241124-001,2024-11-24,2024,4,11,November,Middle East,UAE,Noah Hassan,Direct,Automation,RPA,Intelligent Document Processing,Blue Peak Energy,1,5220.0,3550.0,1670.0,0.1
6378,SO-20241124-002,2024-11-24,2024,4,11,November,LATAM,Mexico,Mia Sanchez,Partner,Platform,Cloud,ML Forecast Add-on,Summit Foods,6,24840.0,13200.0,11640.0,0.0
6379,SO-20241124-003,2024-11-24,2024,4,11,November,Europe,Spain,Liam Carter,Direct,Platform,Cloud,Data Platform Subscription,Summit Foods,2,14759.1,8600.0,6159.1,0.07
6380,SO-20241124-004,2024-11-24,2024,4,11,November,Middle East,UAE,Noah Hassan,Direct,Platform,Cloud,ML Forecast Add-on,Zenith Logistics,2,7866.0,4400.0,3466.0,0.05
6381,SO-20241124-005,2024-11-24,2024,4,11,November,North America,USA,Ava Brooks,Online,Software,BI,Power BI Pro,Pioneer Manufacturing,6,6840.0,4320.0,2520.0,0.05
6382,SO-20241124-006,2024-11-24,2024,4,11,November,LATAM,Mexico,Mia Sanchez,Online,Platform,Cloud,ML Forecast Add-on,Axis Health,5,20700.0,11000.0,9700.0,0.0
6383,SO-20241124-007,2024-11-24,2024,4,11,November,Europe,Spain,Liam Carter,Direct,Services,Consulting,Forecast Optimization,Blue Peak Energy,7,41296.5,21000.0,20296.5,0.05
6384,SO-20241124-008,2024-11-24,2024,4,11,November,Middle East,UAE,Noah Hassan,Partner,Platform,Cloud,ML Forecast Add-on,Nova Retail,7,28980.0,15400.0,13580.0,0.0
6385,SO-20241124-009,2024-11-24,2024,4,11,November,LATAM,Mexico,Mia Sanchez,Direct,Automation,RPA,Intelligent Document Processing,Axis Health,5,26970.0,17750.0,9220.0,0.07
6386,SO-20241124-010,2024-11-24,2024,4,11,November,LATAM,Mexico,Mia Sanchez,Direct,Services,Consulting,Analytics Advisory,Vertex Finance,2,9936.0,5200.0,4736.0,0.1
6387,SO-20241125-001,2024-11-25,2024,4,11,November,LATAM,Mexico,Mia Sanchez,Partner,Software,BI,Power BI Pro,Vertex Finance,7,7560.0,5040.0,2520.0,0.1
6388,SO-20241125-002,2024-11-25,2024,4,11,November,LATAM,Mexico,Mia Sanchez,Online,Automation,RPA,RPA Bot License,Vertex Finance,6,24600.0,15000.0,9600.0,0.0
6389,SO-20241125-003,2024-11-25,2024,4,11,November,Europe,Spain,Liam Carter,Direct,Platform,Cloud,ML Forecast Add-on,Urban Mobility Co,2,8031.6,4400.0,3631.6,0.03
